"ID","Localisation","Rack","Nom du matériel","MODELE","Type","Nb Elts","Architecture","U","MARQUE","numéro de série","CONSO(Watt)","I","PDUOndulé","PDUNormal","cluster","critique","domaine","gestion","Action","Phase","Salle","Îlot","Baie","Baie00","FCTotal","FCCalculé","FCUtilisé","FCFutur","RJ45Total","RJ45Calculé","RJ45Utilisé","RJ45Futur","10GbpsFutur","RJ45CM","IPMI Dédié","IPMIUtilisé","IPMIFutur","Slot 1","Slot 2","Slot 3","Slot 4","Slot 5","Slot 6","Slot 7",,,,,,,,"IP","Hostname <> Machine","Etat configuration réseau","Actions conf réseau à mener","IPMI Futur","RJ Futur","RJabrancher","Couleurcable","confswitch","nomcable","SommeRJ",,,,,,,
327,"TPB -1","Stock","Disponible (Récup SMILE)","PowerEdge R410","Serveur",1,"Rackable",1,"DELL","2MPH05J",,,,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,2,,0,,2,1,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","-",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
328,"TPB -1","Stock","Disponible (Récup SMILE)","PowerEdge R410","Serveur",1,"Rackable",1,"DELL","8JMH05J",,,,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,2,,0,,2,1,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","-",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
329,"TPB -1","Stock","Disponible (Récup SMILE)","PowerEdge R410","Serveur",1,"Rackable",1,"DELL","9JMH05J",,,,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,2,,0,,2,1,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","-",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
330,"TPB -1","Stock","Disponible (Récup SMILE)","PowerEdge R710","Serveur",1,"Rackable",2,"DELL","6SQH05j",,,,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,4,,0,,4,1,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","-",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
332,"TPB -1","Stock","Disponible (Récup SMILE)","PowerEdge R710","Serveur",1,"Rackable",2,"DELL","9SQH05J",,,,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,4,,0,,4,1,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","-",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
218,"TPB -1","INFRA 1","DNS-CS-01","PowerEdge R410","Serveur",1,"Rackable",1,"DELL","BWV6X4J",160,"0,70",,,,,"Singleton admin","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,2,1,0,,2,0,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.130.21",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
56,"TPB -1","DEM2","DNS-CS-02","PowerEdge R410","Serveur",1,"Rackable",1,"DELL","CWV6X4J",143,"0,62",,,,,"Singleton admin","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,2,0,0,,2,0,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.130.22",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
169,"TPB -1","DON 1","fabric1-03",5300,"SAN",1,"Rackable",2,"Brocade",,,,,,"∞","","Commutateur SAN","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,1,,0,,1,,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.129.45",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
170,"TPB -1","DON 1","fabric2-01",5300,"SAN",1,"Rackable",2,"Brocade",,,,,,"∞","","Commutateur SAN","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,1,,0,,1,,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.129.42",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
176,"TPB -1","DON 2","fabric2-02",5300,"SAN",1,"Rackable",2,"Brocade",,,,,,"∞","","Commutateur SAN","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,1,,0,,1,,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.129.44",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
14,"TPA 1","Gauche","GRPREPLICA","EqualLogic PS6000","Baie de disques",1,"Rackable",3,"DELL","7YDCCG1",440,,,,,,"ATL – applicatif","ATL","Déménagement",4,"Stock",,,"00",0,0,0,0,,8,0,0,,8,,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","-",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
309,"TPB -1","SINGLE 3","H-ACAI-09","PowerEdge R820","Serveur",1,"Rackable",2,"DELL","BHMKF02",196,"0,85",,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",2,2,0,0,,8,4,0,,4,1,,0,,,"1FC","1FC","4RJ",,,"Err :502","Err :502",-1,-1,4,"Err :502","Err :502","10.167.129.75",,"?","?",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
221,"TPB -1","INFRA 1","H-CS-01","PowerEdge R900","Serveur",1,"Rackable",4,"DELL","3BHBF4J",770,"3,35","2.12","G2-D7","H-cs","","Cluster admin","DOIP","Déménagement",4,"Stock",,,"00",0,4,2,0,,6,0,0,,4,1,,0,,,"2FC","2FC","1RJ","1RJ",,"Err :502","Err :502",-2,-2,1,1,"Err :502","10.167.129.71",,"eteint","Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
343,"TPB -1","Stock","H-CS-05","PowerEdge R730","Serveur",1,"Rackable",2,"DELL","7B12J82",,,,,"H-recette",,"Cluster admin","DOIP","Déménagement",4,"Stock",,,"00",0,4,0,0,,8,,0,,4,,,0,,,,"2FC","2RJ","2FC","2RJ","Err :502","Err :502","Err :502",-2,2,-2,2,"-",,"?","Déménagement en l'état",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
253,"TPB -1","MESS 3","H-M2-01","PowerEdge R900","Serveur",1,"Rackable",4,"DELL","5BHBF4J",770,"3,35",,,"H-m2","","Cluster Messagerie","DOIP","Déménagement",4,"Stock",,,"00",4,4,2,0,,6,6,0,,4,0,,0,,,"2FC","2FC","1RJ","1RJ",,"Err :502","Err :502",-2,-2,1,1,"Err :502","10.167.129.121",,"Je ne peux pas m'authentifier sur la machine","?",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
52,"TPB -1","DEM1","H-M2-02","PowerEdge R900","Serveur",1,"Rackable",4,"DELL","6BHBF4J",770,"3,35",,,"H-m2","","Cluster Messagerie","DOIP","Déménagement",4,"Stock",,,"00",2,4,2,0,,6,6,0,,4,1,,0,,,"2FC","2FC","1RJ","1RJ",,"Err :502","Err :502",-2,-2,1,1,"Err :502","10.167.129.122",,,"Supprimé",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
354,"TPB -1","Stock","HS (pour pièces)","PowerEdge R610","Serveur",1,"Rackable",1,"DELL","GX6M15J",,,,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,4,,0,,4,,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","-",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
355,"TPB -1","Stock","HS (pour pièces)","PowerEdge R610","Serveur",1,"Rackable",1,"DELL","82F925J",,,,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,4,,0,,4,,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","-",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
356,"TPB -1","Stock","HS (pour pièces)","PowerEdge R610","Serveur",1,"Rackable",1,"DELL","2643H4J",,,,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,4,,0,,4,,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","-",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
357,"TPB -1","Stock","HS (pour pièces)","PowerEdge R810","Serveur",1,"Rackable",2,"DELL","24Y6X4J",,,,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,4,,0,,4,,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","-",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
358,"TPB -1","Stock","LAME BLADE","M610","Lame",1,"Rackable",0,"DELL","CZ6C05J",,,,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,0,,0,,0,,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","-",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
359,"TPB -1","Stock","LAME BLADE","M610","Lame",1,"Rackable",0,"DELL","DZ6C05J",,,,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,0,,0,,0,,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","-",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
245,"TPB -1","MESS 1","LDAPSMB-01","PowerEdge R710","Serveur",1,"Rackable",2,"DELL","CFC2F4J",228,"0,99","1.8","G2-D10","ldapsmb","","Cluster Messagerie","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,6,1,0,,4,0,,0,"2RJ",,,,,,,2,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.128.137",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
75,"TPB -1","DEM3","LDAPSMB-02","PowerEdge R710","Serveur",1,"Rackable",2,"DELL","FFC2F4J",228,"0,99",,,"ldapsmb","","Cluster Messagerie","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,6,1,0,,4,0,,0,"2RJ",,,,,,,2,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.128.138",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
246,"TPB -1","MESS 1","LDAPSMB-03","PowerEdge R610","Serveur",1,"Rackable",1,"DELL","C8FT75J",184,"0,80","1.8","G1-D10","ldapsmb","","Cluster Messagerie","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,4,1,0,,4,0,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.128.135",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
65,"TPB -1","DEM2","LDAPSMB-04","PowerEdge R610","Serveur",1,"Rackable",1,"DELL","H8FT75J",178,"0,77",,,"ldapsmb","","Cluster Messagerie","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,4,1,0,,4,0,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.128.134",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
261,"TPB -1","MESS 3","LDAPSMB-05","PowerEdge R900","Serveur",1,"Rackable",4,"DELL","5NVTQ3J",770,"3,35",,,"ldapsmb","","Cluster Messagerie","DOIP","Déménagement",4,"Stock",,,"00",2,2,1,0,,4,1,0,,4,0,,0,,,,,,"1FC","1FC","Err :502","Err :502","Err :502","Err :502","Err :502",-1,-1,,,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
66,"TPB -1","DEM2","LDAPSMB-06","PowerEdge R900","Serveur",1,"Rackable",4,"DELL","6NVTQ3J",770,"3,35",,,"ldapsmb","","Cluster Messagerie","DOIP","Déménagement",4,"Stock",,,"00",2,2,2,0,,4,2,0,,4,0,,0,,,,,,"1FC","1FC","Err :502","Err :502","Err :502","Err :502","Err :502",-1,-1,,,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
310,"TPB -1","DNS RIE","H-TEST-01","PowerEdge R820","Serveur",1,"Rackable",2,"DELL","JJMKF02",210,"0,91",,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",2,2,0,0,,8,4,0,,4,1,,0,,,"1FC","1FC","4RJ",,,"Err :502","Err :502",-1,-1,4,"Err :502","Err :502","-",,"?","?",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
311,"TPB -1","SINGLE 3","ME-CMPT-03","PowerEdge R820","Serveur",1,"Rackable",2,"DELL","9JMKF02",182,"0,79",,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",2,2,2,0,,8,4,0,,4,1,,0,,,"1FC","1FC","4RJ",,,"Err :502","Err :502",-1,-1,4,"Err :502","Err :502","-",,"?","?",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
142,"TPB -1","DIVERS 1","ME-CTRL-01","PowerEdge R900","Serveur",1,"Rackable",4,"DELL","4QYH34J",770,"3,35",,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",2,2,2,0,,4,1,0,,4,0,,0,,,,,,"1FC","1FC","Err :502","Err :502","Err :502","Err :502","Err :502",-1,-1,"-",,"???","Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
143,"TPB -1","DIVERS 1","ME-CTRL-02","PowerEdge R900","Serveur",1,"Rackable",4,"DELL","1QYH34J",770,"3,35",,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",2,2,2,0,,4,3,0,,4,0,,0,,,,,,"1FC","1FC","Err :502","Err :502","Err :502","Err :502","Err :502",-1,-1,"-",,"???","Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
312,"TPB -1","SINGLE 3","ME-FMAN-01","PowerEdge R410","Serveur",1,"Rackable",1,"DELL","DMG6F5J",160,"0,70",,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,2,0,0,,2,1,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","-",,"???","Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
313,"TPB -1","SINGLE 3","ME-MANIQ-01","PowerEdge R410","Serveur",1,"Rackable",1,"DELL","DWV6X4J",160,"0,70",,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,2,0,0,,2,0,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","-",,"???","Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
314,"TPB -1","SINGLE 3","ME-SVC-01","PowerEdge R410","Serveur",1,"Rackable",1,"DELL","3MG6F5J",160,"0,70",,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,2,2,0,,2,1,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","-",,"???","Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
145,"TPB -1","DIVERS 1","PNE-EOLE-01","PowerEdge R610","Serveur",1,"Rackable",1,"DELL","8G2LR4J",150,"0,65","3.9","G2-D2","Pne-eole",,"Singleton admin","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,4,1,0,,4,1,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.66.3",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
96,"TPB -1","DEM4","PNE-EOLE-02","PowerEdge R610","Serveur",1,"Rackable",1,"DELL","7G2LR4J",145,"0,63",,,"Pne-eole",,"Singleton admin","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,4,1,0,,4,1,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.66.4",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
146,"TPB -1","DIVERS 1","PNE-EOLE-03","PowerEdge R710","Serveur",1,"Rackable",2,"DELL","H5QX75J",180,"0,78","3.9","G2-D3",,,"Singleton admin","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,4,2,0,,4,1,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.66.9",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
97,"TPB -1","DEM4","PNE-EOLE-04","PowerEdge R710","Serveur",1,"Rackable",2,"DELL","J5QX75J",210,"0,91",,,,"?","Singleton admin","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,4,2,0,,4,1,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.66.10",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
300,"TPB -1","SINGLE 1","PNE-SYSTEME-02","PowerEdge R610","Serveur",1,"Rackable",1,"DELL","8G3KR4J",108,"0,47","D.38","G2-D4",,,"Singleton admin","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,4,1,0,,4,0,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.66.2",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
362,"TPB -1","DIVERS 1","PROXYAUTH-01","PowerEdge R710","Serveur",1,"Rackable",2,"DELL","86XX75J",200,"0,87","3.9","G2-D3","proxyauth","","Cluster admin","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,4,2,0,,4,1,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.160.121",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
363,"TPB -1","DEM3","PROXYAUTH-02","PowerEdge R710","Serveur",1,"Rackable",2,"DELL","76XX75J",152,"0,66",,,"proxyauth","","Cluster admin","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,4,2,0,,4,1,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.160.126",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
364,"TPB -1","Stock","SERVEUR A RECYCLER","PowerEdge R610","Serveur",1,"Rackable",1,"DELL","5643H4J",,,,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,4,,0,,4,,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","-",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
365,"TPB -1","Stock","SERVEUR A RECYCLER (CYRUS-14)","PowerEdge R900","Serveur",1,"Rackable",4,"DELL","4NVTQ3J",,,,,,,"Stock","DOIP","Déménagement",4,"Stock",,,"00",0,0,0,0,,4,,0,,4,,,0,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","-",,,"Stocker",0,0,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
